neighborhood,zipcode,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
2640,Seward Park,98118,1604601225,20150420T000000,423500,3,2.0,1770,6000,1.0,0,3,3,7,1100,670,1984,0,47.5644,-122.29,1300,3000
1518,West Seattle,98126,9285800180,20140626T000000,900000,4,3.5,3370,5000,2.0,0,2,3,8,2470,900,2008,0,47.5714,-122.38,1820,5000
2567,Seward Park,98118,7950304075,20140813T000000,225000,4,1.0,1150,6000,1.5,0,0,3,6,1150,0,1907,0,47.562,-122.28299999999999,840,3030
7269,Magnolia,98199,2770601775,20141128T000000,399950,3,2.5,1230,922,2.0,0,0,3,8,1080,150,2009,0,47.6518,-122.384,1230,1237
1899,West Seattle,98146,7781600100,20140905T000000,1338750,3,2.75,2730,38869,1.5,1,4,3,9,1940,790,1963,2001,47.4857,-122.361,2630,28188
2025,West Seattle,98146,254000175,20140819T000000,325000,2,1.0,1050,4800,1.0,0,0,4,7,1050,0,1969,0,47.5128,-122.38799999999999,1230,4800
1123,West Seattle,98116,9276200635,20150430T000000,645000,3,1.75,1840,4255,1.0,0,0,3,7,940,900,1907,2005,47.58,-122.39200000000001,1600,4255
1651,West Seattle,98136,2815600305,20150422T000000,695000,3,2.0,2560,6800,1.0,0,1,4,8,1380,1180,1952,0,47.5506,-122.395,1780,6800
6856,Delridge,98106,3438500114,20150512T000000,377000,4,2.0,1640,5014,1.0,0,0,4,7,930,710,1982,0,47.5545,-122.35600000000001,1600,5452
2538,Seward Park,98118,3331001910,20140818T000000,312000,2,1.0,1170,5150,1.0,0,0,3,6,980,190,1907,0,47.5503,-122.28299999999999,1660,5150
3277,Central Area,98122,9187200345,20140709T000000,599000,7,2.5,2580,5750,1.0,0,0,4,7,1880,700,1901,0,47.6025,-122.294,2280,5750
6669,Delridge,98106,7972601280,20150504T000000,495000,5,3.25,2500,7620,1.0,0,3,3,7,1250,1250,1962,0,47.5298,-122.344,2020,7620
5301,Northgate,98133,6150200280,20140821T000000,375000,2,1.0,1810,8527,1.5,0,0,4,7,1810,0,1943,0,47.7275,-122.336,1490,6800
1703,West Seattle,98136,5705500075,20150326T000000,388000,2,1.75,800,4800,1.0,0,0,4,6,800,0,1922,0,47.5559,-122.396,1090,5000
6587,Lake City,98125,4077800474,20141124T000000,571500,4,1.75,1920,7455,1.0,0,0,4,7,960,960,1939,1964,47.7106,-122.286,1920,7455
3251,Central Area,98122,7228500610,20150330T000000,510000,2,1.0,1070,5280,1.0,0,0,3,6,1070,0,1900,0,47.6168,-122.303,1380,2370
6413,Lake City,98125,1454100260,20141117T000000,357000,3,1.0,1370,6450,1.0,0,0,3,7,1370,0,1948,0,47.7195,-122.288,1550,6898
1669,West Seattle,98136,4315701163,20150413T000000,585000,3,1.5,2230,6000,1.0,0,1,3,8,1260,970,1968,0,47.5373,-122.395,2120,7200
5600,Northgate,98133,832700320,20150209T000000,348000,3,2.5,1490,2478,3.0,0,0,3,8,1490,0,2009,0,47.7236,-122.353,1270,1156
4141,Ballard,98117,2877103070,20150223T000000,775000,4,2.5,2040,5000,1.5,0,0,5,7,1180,860,1924,0,47.6786,-122.36,1540,5000
1555,West Seattle,98126,5347200179,20140814T000000,270000,3,2.0,1300,1920,2.0,0,0,3,8,850,450,2006,0,47.5183,-122.376,1300,1344
6384,Lake City,98125,6632300230,20141006T000000,377500,3,2.0,1370,7200,1.0,0,0,3,7,1130,240,1926,1955,47.7329,-122.30799999999999,1300,7208
3357,Central Area,98122,7234600820,20150327T000000,552500,3,1.5,1300,1435,2.0,0,0,3,8,1120,180,2007,0,47.6114,-122.31,1320,1652
6012,Lake City,98115,9528103443,20140724T000000,410000,2,1.5,1180,1034,2.0,0,0,3,7,1120,60,2001,0,47.678000000000004,-122.322,1137,1034
5573,Northgate,98133,6150700180,20140922T000000,282150,2,1.0,700,5940,1.0,0,0,3,7,700,0,1948,0,47.7289,-122.337,1070,5995
2472,Seward Park,98118,7129301578,20140521T000000,495000,3,3.5,2380,6250,2.0,0,3,3,8,1670,710,1997,0,47.5137,-122.25200000000001,2540,4010
553,University District,98105,9471201175,20140506T000000,1580000,4,3.25,3760,10920,1.5,0,0,5,9,2400,1360,1950,0,47.6687,-122.264,3430,11050
5107,Northgate,98103,5694500840,20141125T000000,559000,2,3.0,1650,960,3.0,0,0,3,8,1350,300,2015,0,47.6611,-122.346,1650,3000
1230,West Seattle,98126,9297300045,20140709T000000,550000,3,2.0,1970,4166,2.0,0,3,5,8,1270,700,1929,0,47.5717,-122.375,2390,4166
6284,Lake City,98125,1787600164,20140723T000000,310000,2,1.0,1560,4920,1.0,0,0,4,6,780,780,1947,0,47.7248,-122.325,1760,7510
4699,Northgate,98103,1324300091,20140528T000000,370000,3,1.0,800,2296,1.0,0,0,4,6,800,0,1908,0,47.6546,-122.35600000000001,1480,1472
250,Queen Anne,98119,4232902615,20150428T000000,819000,3,1.0,1300,3600,2.0,0,0,3,7,1300,0,1900,0,47.6345,-122.366,2510,4800
2394,Seward Park,98118,1105000296,20141229T000000,230000,2,1.0,720,5913,1.0,0,0,3,6,720,0,1920,0,47.5447,-122.27,1560,6600
5944,Lake City,98115,9222400565,20141017T000000,474000,2,1.0,1100,3500,1.0,0,0,5,7,1100,0,1908,0,47.6741,-122.323,2050,4000
5218,Northgate,98133,2222900082,20140513T000000,449500,3,2.0,1770,6610,1.0,0,0,4,7,960,810,1954,0,47.7703,-122.34299999999999,2010,4361
5395,Northgate,98133,3034200247,20150206T000000,360000,3,1.75,1950,7260,1.0,0,0,3,8,1520,430,1957,0,47.7187,-122.33,1950,7548
6562,Lake City,98125,7352200450,20150115T000000,2050000,4,3.25,3580,19989,1.5,1,4,4,7,3480,100,1915,1965,47.7087,-122.27600000000001,2410,6389
2685,Seward Park,98118,2660500095,20150506T000000,715000,4,1.0,1710,6050,1.5,0,0,3,7,1410,300,1913,0,47.5569,-122.288,1560,4950
2000,West Seattle,98146,723049301,20140813T000000,335000,2,1.75,1660,11437,2.0,0,0,3,7,1660,0,1958,1992,47.4899,-122.339,1290,7860
6507,Lake City,98125,2826049098,20141204T000000,622100,4,2.5,2280,14290,1.5,0,0,4,7,1510,770,1942,0,47.7054,-122.29700000000001,2140,9890
5476,Northgate,98133,2291401115,20141125T000000,349950,1,1.0,1230,9300,1.5,0,0,4,6,1230,0,1918,0,47.7055,-122.348,1190,6820
116,Cascade,98109,5457300696,20140627T000000,700000,3,2.5,1660,1545,2.0,0,2,3,9,1400,260,2002,0,47.6268,-122.353,1820,2570
4400,Ballard,98117,3501600114,20140619T000000,646000,4,2.5,2310,4079,2.0,0,0,3,8,2310,0,2008,0,47.6937,-122.361,1220,4800
6084,Lake City,98115,5652600605,20140807T000000,630000,5,2.0,2330,6783,1.0,0,0,3,7,1310,1020,1956,0,47.6955,-122.295,1930,6783
1494,West Seattle,98126,4364700595,20140818T000000,333000,3,1.0,1050,7560,1.0,0,0,3,7,1050,0,1951,0,47.525,-122.37100000000001,1490,7560
1506,West Seattle,98126,9297300500,20141023T000000,435000,2,1.0,870,4000,1.0,0,2,3,7,870,0,1950,0,47.5682,-122.374,1690,4000
3645,Central Area,98144,3319500317,20140522T000000,380000,2,2.5,1230,987,2.0,0,0,3,7,1060,170,2011,0,47.6007,-122.305,1290,1328
537,University District,98105,8813400155,20141219T000000,808000,8,3.75,3460,4600,2.0,0,0,3,7,2860,600,1987,0,47.6617,-122.289,2170,3750
1235,West Seattle,98126,1932300075,20140910T000000,245000,2,1.0,1050,5900,1.0,0,0,3,7,1050,0,1950,0,47.5326,-122.376,1280,5900
5878,Lake City,98115,1257200315,20140705T000000,1200000,4,2.5,2700,4275,2.0,0,0,3,9,2700,0,2004,0,47.6725,-122.32700000000001,1810,4500
6859,Delridge,98106,7972601100,20140923T000000,355000,3,1.75,1960,7705,1.0,0,0,4,7,980,980,1950,0,47.53,-122.34700000000001,1380,4349
5971,Lake City,98115,9221400335,20141001T000000,570000,4,1.75,2340,5080,1.0,0,0,5,7,1170,1170,1924,0,47.6746,-122.32,1270,3270
4507,Ballard,98117,6824100014,20150429T000000,437000,3,3.0,1460,1180,3.0,0,0,3,8,1460,0,2006,0,47.6998,-122.367,1460,1224
2707,Seward Park,98118,7950303530,20150409T000000,400000,4,2.0,2060,3060,2.0,0,0,3,7,2060,0,1968,0,47.5631,-122.285,1630,3766
3853,Ballard,98107,2767800065,20150129T000000,429000,2,1.0,1010,5000,1.0,0,0,2,7,1010,0,1924,0,47.6715,-122.365,1410,5000
6646,Delridge,98106,1773100510,20140915T000000,396000,3,1.75,2340,5668,1.0,0,0,4,6,1200,1140,1941,0,47.5588,-122.36399999999999,860,4800
2470,Seward Park,98118,3333002302,20150213T000000,428000,4,2.5,1950,5602,1.0,0,0,5,7,1120,830,1966,0,47.5437,-122.291,2000,6050
4703,Northgate,98103,9551201660,20140613T000000,1030000,4,2.5,2750,4800,2.0,0,0,3,9,1960,790,1905,2005,47.6709,-122.337,2400,5300
4344,Ballard,98117,3052701135,20140626T000000,626000,3,1.75,2430,5000,2.0,0,0,4,7,1760,670,1945,0,47.6785,-122.37200000000001,1320,4062
6070,Lake City,98115,5101400461,20150417T000000,449000,4,2.0,1560,5220,1.0,0,0,3,7,1560,0,1959,0,47.6905,-122.305,1300,5220
134,Cascade,98109,6819100122,20140605T000000,546000,2,1.0,970,3400,1.0,0,0,3,7,970,0,1924,0,47.6444,-122.35700000000001,1180,3600
3057,Rainier Valley,98178,7812500180,20150413T000000,292000,3,2.5,1600,3580,2.0,0,0,3,7,1600,0,2000,0,47.4939,-122.26100000000001,2020,4327
3369,Central Area,98122,1934800133,20140711T000000,397500,3,2.5,1470,1256,2.0,0,0,3,8,930,540,2006,0,47.6033,-122.309,1510,1797
7238,Magnolia,98199,1370803445,20140909T000000,1140000,4,1.75,3080,6500,1.0,0,0,4,9,1700,1380,1941,0,47.6353,-122.402,2960,5711
5243,Northgate,98133,7507500015,20140730T000000,442500,3,1.5,1800,8303,1.0,0,0,3,7,1200,600,1957,0,47.7693,-122.35700000000001,1800,8171
6778,Delridge,98106,3438500677,20140613T000000,305000,3,1.5,1210,5240,1.0,0,0,4,7,610,600,1983,0,47.5524,-122.35600000000001,1560,5240
3203,Central Area,98122,5366200210,20140819T000000,454000,3,2.5,1590,4094,2.0,0,0,3,7,1590,0,1991,0,47.61,-122.29299999999999,1940,3924
1653,West Seattle,98136,7936500190,20141021T000000,1339000,4,3.75,2130,34689,1.5,1,4,3,9,2130,0,1955,0,47.5489,-122.398,3030,28598
6551,Lake City,98125,8901000491,20140828T000000,390000,2,1.0,1270,8164,1.0,0,0,4,6,1270,0,1941,0,47.7116,-122.311,1580,9095
3804,Ballard,98107,1175000110,20141202T000000,506000,2,1.0,1060,3588,1.0,0,0,4,7,960,100,1926,0,47.6721,-122.395,1570,3741
6714,Delridge,98106,2608300103,20150126T000000,225000,3,2.5,1020,2040,2.0,0,0,3,7,720,300,2004,0,47.5294,-122.361,1060,1478
4549,Northgate,98103,9550201550,20150408T000000,640000,2,1.0,1070,5000,1.0,0,0,3,7,1070,0,1924,0,47.6666,-122.331,1710,5000
1139,West Seattle,98116,7579200715,20141205T000000,400000,3,1.75,1860,5750,1.5,0,0,5,6,1300,560,1918,0,47.5586,-122.383,1550,5750
4339,Ballard,98117,458000065,20140923T000000,542000,4,2.5,2020,3440,1.5,0,0,4,7,1480,540,1928,0,47.6885,-122.376,1520,5080
6296,Lake City,98125,2926049449,20140618T000000,384400,3,3.25,1689,1388,3.0,0,0,3,8,1689,0,2008,0,47.7174,-122.31700000000001,1459,1384
3823,Ballard,98107,2768301182,20141204T000000,439950,3,2.0,1230,1613,2.0,0,0,3,8,1010,220,2003,0,47.6661,-122.37,1610,1873
7064,Magnolia,98199,2770600795,20150302T000000,585000,4,1.75,2500,7000,1.0,0,0,3,7,1250,1250,1947,0,47.648,-122.38600000000001,1680,7000
386,Queen Anne,98119,1732800184,20140508T000000,499000,2,1.5,1110,957,2.0,0,0,3,8,930,180,2005,0,47.6319,-122.36200000000001,1680,1104
5132,Northgate,98103,9468200109,20140617T000000,1555000,3,3.5,4360,6240,2.0,0,3,3,10,2960,1400,2008,0,47.6791,-122.354,1920,3910
3177,Central Area,98122,1710400005,20141119T000000,690000,3,2.0,1770,1800,3.0,0,0,3,8,1770,0,1999,0,47.6102,-122.314,1890,3200
4177,Ballard,98117,7518502960,20150227T000000,395000,2,1.0,980,5100,1.0,0,0,4,6,980,0,1907,0,47.6824,-122.38,1190,5100
7259,Magnolia,98199,6821102170,20140507T000000,794154,4,2.0,2210,8556,1.0,0,1,4,8,1210,1000,1954,0,47.6498,-122.396,2190,7975
895,Capitol Hill,98112,688000017,20140627T000000,516500,1,1.25,1100,638,3.0,0,0,3,9,1100,0,2014,0,47.6228,-122.307,1110,1933
4476,Ballard,98117,9164100035,20150429T000000,655000,1,1.0,1660,5422,1.0,0,0,4,7,830,830,1908,0,47.6821,-122.38799999999999,1100,5356
5620,Northgate,98133,6300000226,20150504T000000,380000,4,1.0,1200,2171,1.5,0,0,3,7,1200,0,1933,0,47.7076,-122.34200000000001,1130,1598
3165,Central Area,98122,7942600006,20141126T000000,345000,3,1.0,1390,2640,1.5,0,0,3,7,1230,160,1903,0,47.6078,-122.307,1780,3920
2908,Rainier Valley,98178,3878900185,20141022T000000,303100,3,1.5,1640,5650,1.0,0,0,3,8,1640,0,1952,0,47.50899999999999,-122.251,1640,5650
6990,Magnolia,98199,1370800830,20150505T000000,1220000,3,3.25,3960,6132,2.0,0,3,3,10,2600,1360,1933,0,47.6396,-122.40899999999999,2730,5221
3361,Central Area,98122,2255500125,20140716T000000,749950,3,2.5,2010,2263,2.0,0,0,3,8,1340,670,2014,0,47.6088,-122.311,1500,2670
2089,West Seattle,98146,6329000385,20140618T000000,825000,4,3.5,3810,9792,2.0,0,0,3,9,3810,0,1938,2013,47.5018,-122.38,1950,9792
6928,Delridge,98106,3438500036,20150429T000000,545000,5,3.75,2380,7268,1.0,0,0,3,8,1430,950,2008,0,47.5571,-122.35700000000001,2040,10810
5269,Northgate,98133,2231000020,20140812T000000,432500,3,2.5,1930,7120,1.0,0,0,4,7,1420,510,1961,0,47.7715,-122.34,1600,8352
6627,Lake City,98125,5100403806,20150407T000000,467000,3,2.5,1425,1179,3.0,0,0,3,8,1425,0,2008,0,47.6963,-122.318,1285,1253
3534,Central Area,98144,597000550,20140919T000000,350000,4,2.5,1530,2248,1.5,0,0,3,7,1530,0,1914,0,47.5766,-122.309,1340,3700
438,University District,98105,3856904580,20141125T000000,790000,3,1.75,2050,4080,2.0,0,0,3,8,2050,0,1991,0,47.6698,-122.325,1890,4080
1624,West Seattle,98136,9169100214,20140514T000000,372220,3,1.0,1290,5500,1.0,0,0,3,7,980,310,1951,0,47.5266,-122.39200000000001,1680,5000
2008,West Seattle,98146,223039229,20140902T000000,787500,2,2.5,2390,6928,2.0,0,3,4,8,1810,580,1949,1982,47.5101,-122.391,2390,12852
2982,Rainier Valley,98178,7192200040,20141001T000000,280000,4,1.0,1880,6288,1.0,0,0,3,7,1120,760,1974,0,47.5101,-122.259,1880,6334
6444,Lake City,98125,8820902400,20140910T000000,498000,3,3.0,2360,2750,2.0,0,1,3,7,1780,580,1983,0,47.7142,-122.281,1970,5800
2954,Rainier Valley,98178,179000505,20141024T000000,257000,3,1.75,1800,9000,1.0,0,0,3,7,1200,600,1961,0,47.4932,-122.27799999999999,980,6000
3697,Central Area,98144,7658600081,20140919T000000,555000,2,2.75,1950,1610,3.0,0,0,3,8,1950,0,2009,0,47.5925,-122.302,910,1745
4306,Ballard,98117,3052700695,20140507T000000,575000,4,2.0,1650,5000,1.0,0,0,3,7,1650,0,1955,0,47.6781,-122.374,1690,2276
4414,Ballard,98117,7588700007,20141124T000000,457000,3,1.0,1170,3348,1.5,0,0,4,7,1170,0,1924,0,47.687,-122.37799999999999,1590,4219
3657,Central Area,98144,3083000940,20150412T000000,341000,2,1.0,1040,4000,1.0,0,0,3,6,1040,0,1914,0,47.5753,-122.303,1740,4000
4814,Northgate,98103,91000135,20150507T000000,750000,4,1.5,2060,4000,1.5,0,2,3,7,1580,480,1920,1990,47.6857,-122.353,1160,4000
3191,Central Area,98122,7576700131,20140714T000000,850000,3,2.25,2220,3707,2.0,0,0,4,8,1620,600,1919,0,47.617,-122.286,2030,4850
4467,Ballard,98117,4443800785,20141121T000000,481000,2,1.0,1620,3880,1.0,0,0,4,7,920,700,1924,0,47.6855,-122.391,1330,3880
545,University District,98105,3179100790,20140915T000000,766500,2,1.75,2230,6930,1.0,0,0,4,8,1530,700,1947,0,47.6705,-122.277,1970,6930
627,Capitol Hill,98112,3303700376,20141201T000000,667000,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,0,47.6221,-122.314,1860,3861
6591,Lake City,98125,5101408735,20141103T000000,250000,2,1.0,800,5220,1.0,0,0,3,6,800,0,1943,0,47.7037,-122.32,1910,5376
5518,Northgate,98133,8963300005,20141106T000000,390000,5,1.75,2290,7900,1.0,0,0,4,7,1190,1100,1965,0,47.7577,-122.35799999999999,1870,8250
555,University District,98105,3856904655,20150329T000000,667750,4,1.0,1430,4080,1.5,0,0,3,7,1430,0,1924,0,47.6696,-122.324,1760,4080
538,University District,98105,7974700150,20150501T000000,1250000,5,3.5,3510,4798,2.0,0,0,3,10,2700,810,2008,0,47.669,-122.28200000000001,1460,1684
1930,West Seattle,98146,1148000005,20140623T000000,346000,3,1.75,1270,8100,1.0,0,0,3,6,880,390,1950,0,47.4828,-122.344,1650,8173
5684,Lake City,98115,434000030,20141219T000000,555000,3,2.0,2080,7020,1.0,0,0,4,7,1040,1040,1951,0,47.6768,-122.285,1920,7000
3988,Ballard,98117,7518505990,20141231T000000,600000,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,47.6808,-122.384,1410,4080
4845,Northgate,98103,6749700117,20150423T000000,350000,3,2.25,1190,1022,3.0,0,0,3,8,1190,0,1998,0,47.6972,-122.34899999999999,1210,1171
3801,Ballard,98107,2768301490,20140626T000000,402000,2,1.0,620,2475,1.0,0,0,5,6,620,0,1911,0,47.6655,-122.37100000000001,1290,2475
784,Capitol Hill,98112,9828701085,20141003T000000,747000,3,1.75,2560,4800,1.0,0,0,3,7,1280,1280,1911,0,47.6207,-122.295,1620,4800
2886,Rainier Valley,98178,1180500100,20140924T000000,353000,4,2.75,1920,4627,1.0,0,0,3,8,1010,910,1998,0,47.5003,-122.23,1910,7210
3091,Central Area,98122,7424700045,20150513T000000,2050000,5,3.0,3830,8480,2.0,0,1,5,9,2630,1200,1905,1994,47.6166,-122.287,3050,7556
6468,Lake City,98125,2568300210,20140628T000000,585000,5,2.5,2670,16777,1.5,0,0,4,7,1620,1050,1920,0,47.7015,-122.301,1610,8227
4028,Ballard,98117,225039082,20140514T000000,620000,5,2.5,2540,3832,2.0,0,0,5,8,1760,780,1929,0,47.6848,-122.398,2000,5289
4489,Ballard,98117,9376301800,20150324T000000,724950,4,1.75,1960,4340,1.0,0,0,5,8,980,980,1912,0,47.6847,-122.37,1630,4360
5849,Lake City,98115,9212900300,20150304T000000,492000,2,1.0,950,6000,1.0,0,0,3,7,950,0,1942,0,47.6897,-122.294,1440,6000
1513,West Seattle,98126,2695600005,20140620T000000,325000,2,1.0,840,4239,1.0,0,0,3,7,840,0,1948,0,47.5319,-122.382,1120,4494
3419,Central Area,98144,5700002460,20140725T000000,675000,3,2.5,2550,4954,1.5,0,0,4,7,1850,700,1924,0,47.5758,-122.287,1700,4954
5160,Northgate,98133,6411600069,20140521T000000,325000,3,1.0,990,6750,1.0,0,0,4,6,990,0,1947,0,47.7125,-122.331,1440,6860
834,Capitol Hill,98112,9103000715,20141112T000000,1350000,4,3.5,3600,5217,2.0,0,0,3,9,2720,880,1947,2014,47.6189,-122.286,2270,5217
2889,Rainier Valley,98178,2328800130,20141217T000000,220000,3,1.75,1900,7680,1.0,0,0,3,7,1260,640,1959,0,47.5081,-122.266,2000,7740
4726,Northgate,98103,5694001061,20140620T000000,587206,3,3.5,1890,1710,2.0,0,0,3,8,1640,250,1999,0,47.6592,-122.34899999999999,1680,1562
1410,West Seattle,98126,7987400316,20140814T000000,255000,1,0.5,880,1642,1.0,0,0,3,6,500,380,1910,0,47.5732,-122.37200000000001,1410,2992
847,Capitol Hill,98112,8722101100,20150319T000000,739000,3,1.75,2050,5160,1.5,0,0,4,8,1300,750,1926,0,47.6374,-122.304,2220,5960
5872,Lake City,98115,6392002020,20150324T000000,559000,3,1.75,1700,6500,1.0,0,0,3,8,1700,0,1967,0,47.6837,-122.28399999999999,1880,6000
7159,Magnolia,98199,5035300325,20150414T000000,1810000,3,2.25,2910,15626,1.5,0,0,4,9,2510,400,1923,0,47.6534,-122.412,2370,6519
7007,Magnolia,98199,1370803820,20140602T000000,629000,3,2.0,1760,5000,1.0,0,0,5,7,960,800,1920,0,47.6408,-122.40299999999999,1380,5000
4353,Ballard,98117,6021502300,20150211T000000,549010,2,1.75,1560,4141,1.0,0,0,4,7,880,680,1942,0,47.6863,-122.382,1210,4141
1178,West Seattle,98116,9276200455,20141121T000000,724950,4,2.0,2270,5760,2.0,0,0,4,8,2270,0,1909,0,47.5809,-122.39,1420,5760
1409,West Seattle,98126,9842300036,20141008T000000,415885,3,1.0,1310,4163,1.0,0,0,4,7,1310,0,1964,0,47.5301,-122.381,1120,4166
4097,Ballard,98117,534000112,20150203T000000,348000,2,2.5,1270,1242,3.0,0,0,3,7,1270,0,2008,0,47.701,-122.36200000000001,1280,1199
1287,West Seattle,98126,9284802215,20141205T000000,430000,5,3.0,2500,5750,1.0,0,0,3,8,1430,1070,1999,0,47.551,-122.369,1980,7130
2706,Seward Park,98118,4154302045,20150316T000000,376000,2,1.0,880,2400,1.0,0,0,3,6,760,120,1918,0,47.5643,-122.275,1180,6300
2418,Seward Park,98118,3335000025,20141112T000000,468000,3,2.0,1570,6300,1.0,0,0,3,7,820,750,1953,2005,47.5565,-122.275,1510,4281
285,Queen Anne,98119,6169901006,20140715T000000,600000,2,1.0,1180,2160,1.0,0,1,3,7,940,240,1909,0,47.6313,-122.368,2700,5400
6042,Lake City,98115,8024201795,20141117T000000,397000,2,1.0,1000,7664,1.0,0,2,3,7,1000,0,1939,0,47.7001,-122.311,1570,6350
3092,Central Area,98122,9126100861,20150306T000000,557000,3,3.5,1710,2096,2.0,0,0,3,8,1290,420,2008,0,47.6055,-122.305,1630,1543
4778,Northgate,98103,1931300665,20141009T000000,850000,3,3.0,1910,4800,1.5,0,0,3,9,1910,0,1900,1991,47.6572,-122.346,1280,1310
2438,Seward Park,98118,2690600005,20141001T000000,162500,2,1.0,760,6141,1.0,0,0,2,6,760,0,1920,0,47.5469,-122.277,900,4120
4496,Ballard,98117,7518506715,20140506T000000,979000,3,2.5,2690,4047,3.0,0,0,3,10,2690,0,2014,0,47.6797,-122.385,2040,5000
4079,Ballard,98117,8081900011,20140916T000000,835000,3,2.0,1570,4625,1.5,0,0,5,8,1570,0,1927,0,47.68,-122.399,1760,4625
6699,Delridge,98106,7387500185,20140521T000000,249900,2,1.0,1140,5500,1.0,0,0,3,6,1140,0,1947,0,47.5187,-122.363,1110,5500
3979,Ballard,98107,1972200882,20140604T000000,586500,3,2.5,1780,1487,3.0,0,0,3,8,1600,180,2006,0,47.6539,-122.351,1780,1300
6588,Lake City,98125,3822200087,20150319T000000,355000,3,1.0,1180,5965,1.5,0,0,4,6,1180,0,1928,0,47.7281,-122.29899999999999,1270,7710
2165,Beacon Hill,98108,3395041194,20140827T000000,268000,3,2.75,1880,1793,2.0,0,0,3,7,1810,70,2001,0,47.5405,-122.29299999999999,1800,2537
2565,Seward Park,98118,223049087,20140616T000000,277000,3,1.0,1100,8536,1.0,0,0,4,7,1100,0,1957,0,47.5162,-122.26100000000001,1570,8040
7060,Magnolia,98199,269000950,20140730T000000,990000,3,4.0,2550,3900,2.0,0,2,3,8,2050,500,1940,2003,47.6415,-122.39200000000001,2340,6400
5603,Northgate,98133,6781200013,20140507T000000,245000,3,1.5,1260,1270,2.0,0,0,3,7,1040,220,2005,0,47.7111,-122.331,1260,1472
3265,Central Area,98122,7576200040,20140718T000000,689888,4,2.25,1930,3500,1.5,0,0,5,8,1540,390,1916,0,47.6167,-122.29,1800,5000
4989,Northgate,98103,9465200405,20140821T000000,412000,2,1.0,910,6282,1.0,0,0,4,7,910,0,1939,0,47.6967,-122.354,970,6281
4086,Ballard,98117,461005360,20141107T000000,697000,4,3.0,2820,2850,1.5,0,0,5,7,1860,960,1928,0,47.6813,-122.367,1570,4500
4806,Northgate,98103,789000520,20140715T000000,402500,3,1.75,1480,2211,2.0,0,0,3,7,1480,0,1995,0,47.6966,-122.35,1480,2197
2292,Beacon Hill,98108,6056100370,20141124T000000,430000,3,2.25,2020,2750,2.0,0,0,3,8,1680,340,2008,0,47.5633,-122.29700000000001,1720,1546
5362,Northgate,98133,6140100150,20141125T000000,500000,4,2.0,2280,7200,1.0,0,0,4,7,2280,0,1956,0,47.7132,-122.355,1100,7620
470,University District,98105,723000114,20140505T000000,1395000,5,3.5,4010,8510,2.0,0,1,5,9,2850,1160,1971,0,47.6578,-122.286,2610,6128
1331,West Seattle,98126,8122100595,20140627T000000,212700,2,1.0,940,5040,1.0,0,0,3,7,940,0,1926,0,47.5375,-122.374,940,5040
3304,Central Area,98122,2254502070,20141105T000000,512500,3,3.0,2260,2400,2.0,0,0,3,7,2260,0,1909,1972,47.6094,-122.31,1320,2790
4697,Northgate,98103,5540800130,20150318T000000,447500,2,1.0,1180,5100,1.5,0,0,3,7,1180,0,1926,0,47.6947,-122.346,980,5100
4962,Northgate,98103,2513500010,20150504T000000,747000,2,1.0,990,4000,1.0,0,0,4,7,990,0,1911,0,47.6589,-122.34100000000001,1560,4000
4156,Ballard,98117,4443801495,20140917T000000,470000,5,1.5,2180,4268,1.5,0,0,4,7,1340,840,1924,0,47.6848,-122.389,1530,3880
